SID,Drug,Session,Run,Condition,Round,DrawRound,MyEndowment,OpponentEndowment,Award,MyInvestment,OpponentInvest,Responded
6005,H,1,1,s,1,3,5,4,10,4,0,
6005,H,1,1,s,2,8,5,4,10,4,4,
6005,H,1,1,s,3,17,5,4,10,4,0,
6005,H,1,1,s,4,27,5,4,10,5,0,
6005,H,1,1,s,5,34,5,4,10,3,0,
6005,H,1,2,w,76,529,4,5,10,4,5,
6005,H,1,2,w,77,535,4,5,10,4,1,
6005,H,1,2,w,78,546,4,5,10,4,2,
6005,H,1,2,w,79,550,4,5,10,3,1,
6005,H,1,2,w,80,556,4,5,10,0,1,
6005,J,2,1,s,1,2,5,4,10,5,0,
6005,J,2,1,s,2,8,5,4,10,4,4,
6005,J,2,1,s,3,15,5,4,10,4,0,
6005,J,2,1,s,4,24,5,4,10,5,4,
6005,J,2,1,s,5,34,5,4,10,3,0,
6005,J,2,2,w,76,527,4,5,10,0,5,
6005,J,2,2,w,77,534,4,5,10,0,5,
6005,J,2,2,w,78,542,4,5,10,0,3,
6005,J,2,2,w,79,551,4,5,10,4,5,
6005,J,2,2,w,80,556,4,5,10,0,1,
6006,H,1,1,w,1,5,4,5,10,1,1,
6006,H,1,1,w,2,14,4,5,10,1,5,
6006,H,1,1,w,3,16,4,5,10,4,4,
6006,H,1,1,w,4,27,4,5,10,4,4,
6006,H,1,1,w,5,29,4,5,10,3,4,
6006,H,1,2,s,76,527,5,4,10,4,4,
6006,H,1,2,s,77,539,5,4,10,1,2,
6006,H,1,2,s,78,545,5,4,10,1,4,
6006,H,1,2,s,79,551,5,4,10,1,0,
6006,H,1,2,s,80,554,5,4,10,5,2,
6006,J,2,1,w,1,6,4,5,10,1,5,
6006,J,2,1,w,2,12,4,5,10,4,1,
6006,J,2,1,w,3,19,4,5,10,3,1,
6006,J,2,1,w,4,24,4,5,10,4,2,
6006,J,2,1,w,5,31,4,5,10,3,5,
6006,J,2,2,s,76,532,5,4,10,5,0,
6006,J,2,2,s,77,534,5,4,10,1,2,
6006,J,2,2,s,78,545,5,4,10,1,4,
6006,J,2,2,s,79,552,5,4,10,1,0,
6006,J,2,2,s,80,560,5,4,10,5,0,
6013,H,1,1,s,1,1,5,4,10,5,4,
6013,H,1,1,s,2,9,5,4,10,5,0,
6013,H,1,1,s,3,20,5,4,10,5,0,
6013,H,1,1,s,4,26,5,4,10,5,0,
6013,H,1,1,s,5,31,5,4,10,5,4,
6013,H,1,2,w,76,526,4,5,10,4,4,
6013,H,1,2,w,77,535,4,5,10,4,1,
6013,H,1,2,w,78,544,4,5,10,4,5,
6013,H,1,2,w,79,549,4,5,10,4,5,
6013,H,1,2,w,80,558,4,5,10,4,5,
6013,J,2,1,s,1,1,5,4,10,4,4,
6013,J,2,1,s,2,14,5,4,10,5,4,
6013,J,2,1,s,3,19,5,4,10,5,4,
6013,J,2,1,s,4,28,5,4,10,5,3,
6013,J,2,1,s,5,29,5,4,10,5,0,
6013,J,2,2,w,76,531,4,5,10,0,4,
6013,J,2,2,w,77,539,4,5,10,0,2,
6013,J,2,2,w,78,542,4,5,10,0,3,
6013,J,2,2,w,79,552,4,5,10,0,4,
6013,J,2,2,w,80,558,4,5,10,0,5,
6015,J,1,1,w,1,1,4,5,10,2,5,
6015,J,1,1,w,2,8,4,5,10,4,4,
6015,J,1,1,w,3,16,4,5,10,4,4,
6015,J,1,1,w,4,22,4,5,10,4,5,
6015,J,1,1,w,5,35,4,5,10,0,4,
6015,J,1,2,s,76,528,5,4,10,5,2,
6015,J,1,2,s,77,535,5,4,10,5,4,
6015,J,1,2,s,78,542,5,4,10,5,2,
6015,J,1,2,s,79,553,5,4,10,5,0,
6015,J,1,2,s,80,557,5,4,10,5,4,
6015,H,2,1,w,1,5,4,5,10,0,1,
6015,H,2,1,w,2,11,4,5,10,0,5,
6015,H,2,1,w,3,17,4,5,10,0,3,
6015,H,2,1,w,4,28,4,5,10,0,5,
6015,H,2,1,w,5,33,4,5,10,0,5,
6015,H,2,2,s,76,531,5,4,10,1,0,
6015,H,2,2,s,77,536,5,4,10,5,0,
6015,H,2,2,s,78,543,5,4,10,5,4,
6015,H,2,2,s,79,549,5,4,10,5,4,
6015,H,2,2,s,80,560,5,4,10,5,0,
6016,J,1,1,s,1,7,5,4,10,4,0,
6016,J,1,1,s,2,9,5,4,10,4,0,
6016,J,1,1,s,3,17,5,4,10,3,0,
6016,J,1,1,s,4,25,5,4,10,3,0,
6016,J,1,1,s,5,32,5,4,10,3,0,
6016,J,1,2,w,76,531,4,5,10,0,4,
6016,J,1,2,w,77,533,4,5,10,0,4,
6016,J,1,2,w,78,544,4,5,10,4,5,
6016,J,1,2,w,79,549,4,5,10,0,5,
6016,J,1,2,w,80,559,4,5,10,0,4,
6016,H,2,1,s,1,2,5,4,10,5,0,
6016,H,2,1,s,2,11,5,4,10,5,2,
6016,H,2,1,s,3,15,5,4,10,4,0,
6016,H,2,1,s,4,25,5,4,10,5,0,
6016,H,2,1,s,5,31,5,4,10,5,4,
6016,H,2,2,w,76,526,4,5,10,0,4,
6016,H,2,2,w,77,537,4,5,10,0,5,
6016,H,2,2,w,78,541,4,5,10,0,5,
6016,H,2,2,w,79,552,4,5,10,4,4,
6016,H,2,2,w,80,557,4,5,10,0,5,
6020,H,1,1,w,1,4,4,5,10,3,5,
6020,H,1,1,w,2,13,4,5,10,1,5,
6020,H,1,1,w,3,21,4,5,10,0,3,
6020,H,1,1,w,4,23,4,5,10,0,5,
6020,H,1,1,w,5,34,4,5,10,0,4,
6020,H,1,2,s,76,527,5,4,10,3,4,
6020,H,1,2,s,77,538,5,4,10,5,0,
6020,H,1,2,s,78,545,5,4,10,5,4,
6020,H,1,2,s,79,550,5,4,10,5,2,
6020,H,1,2,s,80,554,5,4,10,5,2,
6020,J,2,1,w,1,4,4,5,10,3,5,
6020,J,2,1,w,2,11,4,5,10,4,5,
6020,J,2,1,w,3,15,4,5,10,0,5,
6020,J,2,1,w,4,27,4,5,10,0,4,
6020,J,2,1,w,5,30,4,5,10,0,5,
6020,J,2,2,s,76,529,5,4,10,5,2,
6020,J,2,2,s,77,539,5,4,10,5,2,
6020,J,2,2,s,78,543,5,4,10,5,4,
6020,J,2,2,s,79,552,5,4,10,5,0,
6020,J,2,2,s,80,560,5,4,10,5,0,
6021,J,1,1,s,1,7,5,4,10,0,0,
6021,J,1,1,s,2,8,5,4,10,5,4,
6021,J,1,1,s,3,16,5,4,10,5,4,
6021,J,1,1,s,4,22,5,4,10,5,2,
6021,J,1,1,s,5,31,5,4,10,5,4,
6021,J,1,2,w,76,529,4,5,10,0,5,
6021,J,1,2,w,77,536,4,5,10,0,1,
6021,J,1,2,w,78,542,4,5,10,0,3,
6021,J,1,2,w,79,552,4,5,10,0,4,
6021,J,1,2,w,80,555,4,5,10,0,5,
6021,H,2,1,s,1,7,5,4,10,5,0,
6021,H,2,1,s,2,9,5,4,10,5,0,
6021,H,2,1,s,3,18,5,4,10,2,0,
6021,H,2,1,s,4,24,5,4,10,2,4,
6021,H,2,1,s,5,34,5,4,10,1,0,
6021,H,2,2,w,76,527,4,5,10,0,5,
6021,H,2,2,w,77,536,4,5,10,0,1,
6021,H,2,2,w,78,542,4,5,10,0,3,
6021,H,2,2,w,79,547,4,5,10,0,3,
6021,H,2,2,w,80,558,4,5,10,0,5,
6022,H,1,1,w,1,2,4,5,10,0,5,
6022,H,1,1,w,2,8,4,5,10,0,4,
6022,H,1,1,w,3,18,4,5,10,0,5,
6022,H,1,1,w,4,27,4,5,10,4,4,
6022,H,1,1,w,5,30,4,5,10,4,5,
6022,H,1,2,s,76,528,5,4,10,1,2,
6022,H,1,2,s,77,536,5,4,10,5,0,
6022,H,1,2,s,78,546,5,4,10,5,0,
6022,H,1,2,s,79,547,5,4,10,5,2,
6022,H,1,2,s,80,560,5,4,10,1,0,
6022,J,2,1,w,1,6,4,5,10,2,5,1.0
6022,J,2,1,w,2,14,4,5,10,2,5,1.0
6022,J,2,1,w,3,15,4,5,10,2,5,1.0
6022,J,2,1,w,4,25,4,5,10,0,1,1.0
6022,J,2,1,w,5,34,4,5,10,0,4,1.0
6022,J,2,2,s,76,531,5,4,10,1,0,1.0
6022,J,2,2,s,77,536,5,4,10,1,0,1.0
6022,J,2,2,s,78,540,5,4,10,1,0,1.0
6022,J,2,2,s,79,548,5,4,10,1,3,1.0
6022,J,2,2,s,80,558,5,4,10,4,4,1.0
6026,H,1,1,w,1,6,4,5,10,0,5,1.0
6026,H,1,1,w,2,9,4,5,10,4,4,1.0
6026,H,1,1,w,3,17,4,5,10,4,3,1.0
6026,H,1,1,w,4,25,4,5,10,4,1,1.0
6026,H,1,1,w,5,29,4,5,10,4,4,1.0
6026,H,1,2,s,76,530,5,4,10,5,3,1.0
6026,H,1,2,s,77,537,5,4,10,5,0,1.0
6026,H,1,2,s,78,541,5,4,10,5,4,1.0
6026,H,1,2,s,79,553,5,4,10,5,0,1.0
6026,H,1,2,s,80,559,5,4,10,5,2,1.0
6026,J,2,1,w,1,7,4,5,10,0,3,1.0
6026,J,2,1,w,2,10,4,5,10,0,4,1.0
6026,J,2,1,w,3,21,4,5,10,0,3,1.0
6026,J,2,1,w,4,28,4,5,10,0,5,1.0
6026,J,2,1,w,5,30,4,5,10,0,5,1.0
6026,J,2,2,s,76,530,5,4,10,5,3,1.0
6026,J,2,2,s,77,538,5,4,10,5,0,1.0
6026,J,2,2,s,78,540,5,4,10,5,0,1.0
6026,J,2,2,s,79,553,5,4,10,5,0,1.0
6026,J,2,2,s,80,555,5,4,10,5,4,1.0
6027,J,1,1,w,1,4,4,5,10,4,5,
6027,J,1,1,w,2,12,4,5,10,4,1,
6027,J,1,1,w,3,18,4,5,10,4,5,
6027,J,1,1,w,4,27,4,5,10,4,4,
6027,J,1,1,w,5,30,4,5,10,4,5,
6027,J,1,2,s,76,530,5,4,10,5,3,
6027,J,1,2,s,77,533,5,4,10,5,3,
6027,J,1,2,s,78,541,5,4,10,5,4,
6027,J,1,2,s,79,553,5,4,10,5,0,
6027,J,1,2,s,80,558,5,4,10,5,4,
6027,H,2,1,w,1,4,4,5,10,0,5,
6027,H,2,1,w,2,13,4,5,10,0,5,
6027,H,2,1,w,3,16,4,5,10,0,4,
6027,H,2,1,w,4,25,4,5,10,0,1,
6027,H,2,1,w,5,29,4,5,10,0,4,
6027,H,2,2,s,76,531,5,4,10,4,0,
6027,H,2,2,s,77,534,5,4,10,5,2,
6027,H,2,2,s,78,544,5,4,10,5,2,
6027,H,2,2,s,79,551,5,4,10,2,0,
6027,H,2,2,s,80,554,5,4,10,5,2,
6028,J,1,1,s,1,3,5,4,10,3,0,1.0
6028,J,1,1,s,2,8,5,4,10,3,4,1.0
6028,J,1,1,s,3,18,5,4,10,2,0,1.0
6028,J,1,1,s,4,25,5,4,10,3,0,1.0
6028,J,1,1,s,5,33,5,4,10,3,0,1.0
6028,J,1,2,w,76,527,4,5,10,4,5,1.0
6028,J,1,2,w,77,536,4,5,10,0,1,1.0
6028,J,1,2,w,78,545,4,5,10,2,4,1.0
6028,J,1,2,w,79,553,4,5,10,2,1,1.0
6028,J,1,2,w,80,559,4,5,10,2,4,1.0
6028,H,2,1,s,1,7,5,4,10,1,0,1.0
6028,H,2,1,s,2,11,5,4,10,2,2,1.0
6028,H,2,1,s,3,17,5,4,10,3,0,1.0
6028,H,2,1,s,4,28,5,4,10,1,3,1.0
6028,H,2,1,s,5,34,5,4,10,1,0,1.0
6028,H,2,2,w,76,529,4,5,10,2,5,1.0
6028,H,2,2,w,77,538,4,5,10,0,4,1.0
6028,H,2,2,w,78,540,4,5,10,0,4,1.0
6028,H,2,2,w,79,550,4,5,10,0,1,1.0
6028,H,2,2,w,80,560,4,5,10,0,4,1.0
6029,J,1,1,s,1,4,5,4,10,0,4,0.0
6029,J,1,1,s,2,13,5,4,10,5,0,1.0
6029,J,1,1,s,3,21,5,4,10,4,0,1.0
6029,J,1,1,s,4,22,5,4,10,1,2,1.0
6029,J,1,1,s,5,29,5,4,10,3,0,1.0
6029,J,1,2,w,76,528,4,5,10,0,5,1.0
6029,J,1,2,w,77,536,4,5,10,2,1,1.0
6029,J,1,2,w,78,545,4,5,10,0,4,1.0
6029,J,1,2,w,79,553,4,5,10,0,1,1.0
6029,J,1,2,w,80,558,4,5,10,4,5,1.0
6029,H,2,1,s,1,1,5,4,10,5,4,1.0
6029,H,2,1,s,2,14,5,4,10,1,4,1.0
6029,H,2,1,s,3,16,5,4,10,5,4,1.0
6029,H,2,1,s,4,23,5,4,10,5,0,1.0
6029,H,2,1,s,5,31,5,4,10,5,4,1.0
6029,H,2,2,w,76,529,4,5,10,0,5,1.0
6029,H,2,2,w,77,533,4,5,10,0,4,1.0
6029,H,2,2,w,78,544,4,5,10,0,5,1.0
6029,H,2,2,w,79,549,4,5,10,0,5,1.0
6029,H,2,2,w,80,560,4,5,10,0,4,1.0
6030,J,1,1,s,1,3,5,4,10,0,0,0.0
6030,J,1,1,s,2,10,5,4,10,4,0,1.0
6030,J,1,1,s,3,16,5,4,10,4,4,1.0
6030,J,1,1,s,4,24,5,4,10,4,4,1.0
6030,J,1,1,s,5,34,5,4,10,0,0,0.0
6030,J,1,2,w,76,530,4,5,10,0,5,1.0
6030,J,1,2,w,77,534,4,5,10,4,5,1.0
6030,J,1,2,w,78,540,4,5,10,0,4,1.0
6030,J,1,2,w,79,552,4,5,10,0,4,1.0
6030,J,1,2,w,80,559,4,5,10,0,4,1.0
6030,H,2,1,s,1,7,5,4,10,5,0,1.0
6030,H,2,1,s,2,11,5,4,10,2,2,1.0
6030,H,2,1,s,3,19,5,4,10,4,4,1.0
6030,H,2,1,s,4,23,5,4,10,5,0,1.0
6030,H,2,1,s,5,29,5,4,10,5,0,1.0
6030,H,2,2,w,76,530,4,5,10,4,5,1.0
6030,H,2,2,w,77,539,4,5,10,4,2,1.0
6030,H,2,2,w,78,540,4,5,10,4,4,1.0
6030,H,2,2,w,79,551,4,5,10,0,5,1.0
6030,H,2,2,w,80,557,4,5,10,4,5,1.0
6034,H,1,1,s,1,4,5,4,10,0,4,0.0
6034,H,1,1,s,2,9,5,4,10,5,0,1.0
6034,H,1,1,s,3,19,5,4,10,5,4,1.0
6034,H,1,1,s,4,26,5,4,10,5,0,1.0
6034,H,1,1,s,5,33,5,4,10,5,0,1.0
6034,H,1,2,w,76,528,4,5,10,4,5,1.0
6034,H,1,2,w,77,535,4,5,10,0,1,1.0
6034,H,1,2,w,78,540,4,5,10,0,4,1.0
6034,H,1,2,w,79,550,4,5,10,4,1,1.0
6034,H,1,2,w,80,557,4,5,10,0,5,1.0
6034,J,2,1,s,1,1,5,4,10,5,4,1.0
6034,J,2,1,s,2,14,5,4,10,5,4,1.0
6034,J,2,1,s,3,21,5,4,10,5,0,1.0
6034,J,2,1,s,4,22,5,4,10,5,2,1.0
6034,J,2,1,s,5,32,5,4,10,5,0,1.0
6034,J,2,2,w,76,531,4,5,10,4,4,1.0
6034,J,2,2,w,77,535,4,5,10,4,1,1.0
6034,J,2,2,w,78,545,4,5,10,4,4,1.0
6034,J,2,2,w,79,548,4,5,10,1,5,1.0
6034,J,2,2,w,80,554,4,5,10,2,4,1.0
6040,H,1,1,w,1,2,4,5,10,0,5,0.0
6040,H,1,1,w,2,14,4,5,10,4,5,1.0
6040,H,1,1,w,3,19,4,5,10,4,1,1.0
6040,H,1,1,w,4,24,4,5,10,4,2,1.0
6040,H,1,1,w,5,30,4,5,10,4,5,1.0
6040,H,1,2,s,76,530,5,4,10,5,3,1.0
6040,H,1,2,s,77,533,5,4,10,5,3,1.0
6040,H,1,2,s,78,542,5,4,10,5,2,1.0
6040,H,1,2,s,79,547,5,4,10,5,2,1.0
6040,H,1,2,s,80,559,5,4,10,5,2,1.0
6040,J,2,1,w,1,3,4,5,10,0,5,1.0
6040,J,2,1,w,2,11,4,5,10,0,5,1.0
6040,J,2,1,w,3,17,4,5,10,0,3,1.0
6040,J,2,1,w,4,24,4,5,10,0,2,1.0
6040,J,2,1,w,5,34,4,5,10,0,4,1.0
6040,J,2,2,s,76,531,5,4,10,5,0,1.0
6040,J,2,2,s,77,535,5,4,10,1,4,1.0
6040,J,2,2,s,78,541,5,4,10,5,4,1.0
6040,J,2,2,s,79,550,5,4,10,5,2,1.0
6040,J,2,2,s,80,556,5,4,10,1,0,1.0
6041,J,1,1,w,1,2,4,5,10,4,5,1.0
6041,J,1,1,w,2,12,4,5,10,4,1,0.0
6041,J,1,1,w,3,16,4,5,10,3,4,1.0
6041,J,1,1,w,4,24,4,5,10,2,2,1.0
6041,J,1,1,w,5,31,4,5,10,2,5,1.0
6041,J,1,2,s,76,532,5,4,10,5,0,0.0
6041,J,1,2,s,77,533,5,4,10,5,3,1.0
6041,J,1,2,s,78,542,5,4,10,5,2,1.0
6041,J,1,2,s,79,549,5,4,10,5,4,0.0
6041,J,1,2,s,80,555,5,4,10,5,4,1.0
6041,H,2,1,w,1,5,4,5,10,0,1,1.0
6041,H,2,1,w,2,8,4,5,10,4,4,1.0
6041,H,2,1,w,3,15,4,5,10,0,5,1.0
6041,H,2,1,w,4,26,4,5,10,0,5,1.0
6041,H,2,1,w,5,33,4,5,10,0,5,1.0
6041,H,2,2,s,76,530,5,4,10,5,3,1.0
6041,H,2,2,s,77,533,5,4,10,5,3,1.0
6041,H,2,2,s,78,542,5,4,10,5,2,1.0
6041,H,2,2,s,79,553,5,4,10,5,0,1.0
6041,H,2,2,s,80,555,5,4,10,5,4,1.0
6043,H,1,1,s,1,5,5,4,10,4,4,1.0
6043,H,1,1,s,2,12,5,4,10,5,0,1.0
6043,H,1,1,s,3,15,5,4,10,4,0,1.0
6043,H,1,1,s,4,28,5,4,10,3,3,1.0
6043,H,1,1,s,5,31,5,4,10,4,4,1.0
6043,H,1,2,w,76,528,4,5,10,4,5,1.0
6043,H,1,2,w,77,538,4,5,10,0,4,1.0
6043,H,1,2,w,78,545,4,5,10,0,4,1.0
6043,H,1,2,w,79,553,4,5,10,0,1,1.0
6043,H,1,2,w,80,557,4,5,10,3,5,1.0
6043,J,2,1,s,1,6,5,4,10,4,3,1.0
6043,J,2,1,s,2,13,5,4,10,5,0,1.0
6043,J,2,1,s,3,21,5,4,10,4,0,1.0
6043,J,2,1,s,4,24,5,4,10,3,4,1.0
6043,J,2,1,s,5,33,5,4,10,5,0,1.0
6043,J,2,2,w,76,529,4,5,10,0,5,1.0
6043,J,2,2,w,77,539,4,5,10,0,2,1.0
6043,J,2,2,w,78,545,4,5,10,4,4,1.0
6043,J,2,2,w,79,552,4,5,10,0,4,1.0
6043,J,2,2,w,80,560,4,5,10,4,4,1.0
6046,H,1,1,s,1,3,5,4,10,3,0,1.0
6046,H,1,1,s,2,13,5,4,10,4,0,1.0
6046,H,1,1,s,3,15,5,4,10,3,0,1.0
6046,H,1,1,s,4,23,5,4,10,4,0,1.0
6046,H,1,1,s,5,31,5,4,10,4,4,1.0
6046,H,1,2,w,76,527,4,5,10,0,5,1.0
6046,H,1,2,w,77,539,4,5,10,0,2,1.0
6046,H,1,2,w,78,546,4,5,10,0,2,1.0
6046,H,1,2,w,79,550,4,5,10,0,1,1.0
6046,H,1,2,w,80,555,4,5,10,4,5,1.0
6046,J,2,1,s,1,4,5,4,10,5,4,1.0
6046,J,2,1,s,2,14,5,4,10,5,4,1.0
6046,J,2,1,s,3,16,5,4,10,5,4,1.0
6046,J,2,1,s,4,24,5,4,10,5,4,1.0
6046,J,2,1,s,5,34,5,4,10,5,0,1.0
6046,J,2,2,w,76,526,4,5,10,0,4,1.0
6046,J,2,2,w,77,534,4,5,10,0,5,1.0
6046,J,2,2,w,78,546,4,5,10,0,2,1.0
6046,J,2,2,w,79,552,4,5,10,0,4,1.0
6046,J,2,2,w,80,560,4,5,10,0,4,1.0
6047,H,1,1,w,1,6,4,5,10,0,5,0.0
6047,H,1,1,w,2,8,4,5,10,3,4,1.0
6047,H,1,1,w,3,18,4,5,10,4,5,1.0
6047,H,1,1,w,4,25,4,5,10,3,1,1.0
6047,H,1,1,w,5,33,4,5,10,3,5,1.0
6047,H,1,2,s,76,526,5,4,10,1,0,1.0
6047,H,1,2,s,77,539,5,4,10,5,2,1.0
6047,H,1,2,s,78,545,5,4,10,4,4,1.0
